id,text,source,user_id,truncated,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,retweeted_status_id,geo,place,contributors,retweet_count,reply_count,favorite_count,favorited,retweeted,possibly_sensitive,num_hashtags,num_urls,num_mentions,created_at,timestamp,crawled_at,updated,class
1.77E+17,"@DeDark8 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/A1mQgnQp","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,0,,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:27,,,,0
1.77E+17,"@zavadske Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/p1F7SBoE","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,102961079,zavadske,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:27,,,,0
1.77E+17,"@BrigArgo Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/BdwLqn6u","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,293552956,BrigArgo,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:27,,,,0
1.77E+17,"@AVsvida Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/COkw59gq","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,278648085,AVsvida,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:26,,,,0
1.77E+17,"@ka_annet Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/zj0tXBrU","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,365100180,ka_annet,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:26,,,,0
1.77E+17,"@GorskyiIevgen Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/oexB3V9l","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,318298204,GorskyiIevgen,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:26,,,,0
1.77E+17,"@AlonBenGurion Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/ztDUno4j","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,0,,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:26,,,,0
1.77E+17,"@Dickens_D Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/PrzP4i17","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,304569591,Dickens_D,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:25,,,,0
1.77E+17,"@R_Kramarenko Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/OW4om1uS","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,396794435,R_Kramarenko,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:25,,,,0
1.77E+17,"@UncleSafrik Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/zPx0Feze","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,321510203,Safffronov,NULL,,,,0,0,0,,,,0,1,0,3/6/12 5:25,,,,0
1.77E+17,"@c7d5a6 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/r1BiZAB1","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,184084150,c7d5a6,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:24,,,,0
1.77E+17,"@vdubinina Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/pNrKjwVh","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,428794594,lekmcbytz777,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:24,,,,0
1.77E+17,"@_kavkazov Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/2ct1o47i","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515991027,_kavkazov,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:24,,,,0
1.77E+17,"@off_salamnews Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/Z5U8vUKG","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,443965219,off_salamnews,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:23,,,,0
1.77E+17,"@rpefsaytibi Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/8mIkRuJh","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,508671105,rpefsaytibi,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:23,,,,0
1.77E+17,"@VerkaKim93 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/IBHhawxp","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,513153975,VerkaKim93,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:23,,,,0
1.77E+17,"@120bat Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/Os4vqpjy","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,461433532,120bat,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:22,,,,0
1.77E+17,"@veidbecaf72 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/awiZTfgm","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515432289,veidbecaf72,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:22,,,,0
1.77E+17,"@comptreamor83 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/u02xdolY","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515588935,comptreamor83,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:21,,,,0
1.77E+17,"@bergligu82 Если Вы сидите за компом хотябы час в день, то обязательно проверьте зрение http://t.co/bXA4ynma","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",191725589,,0,515734983,bergligu82,NULL,,,,0,0,0,,,,0,1,1,3/6/12 5:21,,,,0
24732979281,Изучаю телефон))),"<a href=""http://www.htc.com"" rel=""nofollow"">HTC Peep</a>",191725589,,0,0,,NULL,,,,0,0,0,,,NULL,0,0,0,9/17/10 7:22,,,,0
2.90E+17,Y me dio un pollazo en el hombro,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",192193390,,0,0,,NULL,,,,0,0,0,,,NULL,0,0,0,1/12/13 13:52,,,,0
2.79E+17,Amanecer sin saber que paso la noche anterior y con toda la ropa llena de snagre! :D,web,192193390,,0,0,,NULL,,,,0,0,0,,,NULL,0,0,0,12/12/12 20:11,,,,0
2.50E+17,Proximament videos WoW Mitst of PANDARIA!!!!,web,192193390,,0,0,,NULL,,,,0,0,0,,,NULL,0,0,0,9/24/12 23:43,,,,0
2.45E+17,decido me lo voy a tatuar en el culo http://t.co/KEN3BwiU,web,192193390,,0,0,,NULL,,,,0,1,0,,,,0,0,0,9/8/12 23:53,,,,0
2.45E+17,recostrucccion del vlog ItsukiWTF QUE OS JODAN PERRAS!,web,192193390,,0,0,,NULL,,,,0,0,0,,,NULL,0,0,0,9/8/12 23:49,,,,0
2.34E+17,@SeanHDJust veras como me como mi mierda en directo??,web,192193390,,2.34E+17,185229570,SeanHDJust,NULL,,,,0,0,0,,,NULL,0,0,1,8/10/12 0:21,,,,0
2.34E+17,EN UNAS SEMANA TENDRE LISTO MI NUEVO VLOG DONDE CONTARE COSAS QUE SUELE COMERME Y COSAS MAZO GORES D MI VIDA,web,192193390,,0,0,,NULL,,,,0,0,0,,,NULL,0,0,0,8/10/12 0:16,,,,0
2.34E+17,Mañana estare en Sevilla Comiendome cagadas de animales  por toda la zona turistica de sevilla y puede que se muy divertido e.e,web,192193390,,0,0,,NULL,,,,0,0,0,,,NULL,0,0,0,8/10/12 0:13,,,,0
2.34E+17,@zodiacoparty lo prometo me comere mi propia mierda en directo,web,192193390,,2.34E+17,192193390,zodiacoparty,NULL,,,,0,0,0,,,NULL,0,0,1,8/9/12 18:42,,,,0
2.34E+17,El dia 7 de septiembre celebro cumple para celebrarlo hare una twitcam si llegamos a los 1000 followers me como mi propia mierda en directo,web,192193390,,0,0,,NULL,,,,0,1,0,,,NULL,0,0,0,8/9/12 18:31,,,,0
3.25E+17,"Recuerda que puedes Ordenar y Recoger las mejores Tortas Ahogadas de Hermosillo al 312 2805, Los esperamos en BITACHEROS!!","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",192269471,,0,0,,NULL,,,,0,0,0,,,NULL,0,0,0,4/20/13 6:42,,,,0
3.25E+17,Listo el calendario de juegos 2013!! http://t.co/wFcxsjfUe8,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",192269471,,0,0,,NULL,,,,0,0,0,,,,0,1,0,4/19/13 2:52,,,,0
3.24E+17,http://t.co/7yWiyFIC8x,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",192269471,,0,0,,NULL,,,,0,0,0,,,,0,1,0,4/17/13 5:40,,,,0
3.24E+17,Mini Me http://t.co/bMc0DCEcD4,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",192269471,,0,0,,NULL,,,,0,0,0,,,,0,1,0,4/16/13 4:09,,,,0
3.23E+17,"Recuerda nuestro número de teléfono en BITACHEROS: 312 2805, Ordena, Recoge y Disfruta en casa de una deliciosa... http://t.co/l9yO3Abji1","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",192269471,,0,0,,NULL,,,,0,0,0,,,,0,1,0,4/14/13 5:51,,,,0
3.23E+17,"Recuerda nuestro número de teléfono en BITACHEROS: 312 2805, Ordena y Disfruta en casa de una deliciosa Torta... http://t.co/FtTf1peEzj","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",192269471,,0,0,,NULL,,,,0,0,0,,,,0,1,0,4/14/13 5:50,,,,0
3.23E+17,"Salchipotle: Delicioso Pan relleno con Salchicha, Queso Philadelphia y Chipotle, ahogados con nuestra deliciosa... http://t.co/rSrgw2YQB4","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",192269471,,0,0,,NULL,,,,0,0,0,,,,0,1,0,4/14/13 4:41,,,,0
3.23E+17,Publiqué una nueva foto en Facebook http://t.co/kr65ykpfxJ,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",192269471,,0,0,,NULL,,,,0,0,0,,,,0,1,0,4/13/13 6:56,,,,0
3.23E+17,"Ya probaste nuestro Percherón Ahogado?? burro de carne con aguacate, queso y tomate, bañado en nuestra deliciosa... http://t.co/jRl6Sy51fr","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",192269471,,0,0,,NULL,,,,0,0,0,,,,0,1,0,4/13/13 3:26,,,,0
3.23E+17,Ahí viene la Expo! Que se Alborote la Bitachera!!! http://t.co/L5jGm6kE1Q,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",192269471,,0,0,,NULL,,,,0,0,0,,,,0,1,0,4/12/13 21:50,,,,0
