user_id,label,count_tweets,count_words,count_truncated,count_in_reply_to_status_id,count_in_reply_to_user_id,count_in_reply_to_screen_name,count_retweeted_status_id,count_place,sum_retweet_count,sum_reply_count,sum_favorite_count,count_favorited,count_retweeted,possibly_sensitive,sum_num_hastags,sum_num_urls,sum_num_mentions,max_created_at,min_created
104657589,fake_followers,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010-01-14T00:36:57,2010-01-14T00:36:57
121102940,fake_followers,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010-03-08T13:36:43,2010-03-08T13:36:43
126216653,fake_followers,1,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010-06-03T17:31:09,2010-06-03T17:31:09
135637721,fake_followers,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010-04-21T21:50:13,2010-04-21T21:50:13
137515361,fake_followers,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010-05-01T18:40:39,2010-05-01T18:40:39
147852405,fake_followers,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010-08-30T05:51:49,2010-08-30T05:51:49
184988281,fake_followers,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010-08-30T23:59:15,2010-08-30T23:59:15
190493618,fake_followers,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010-09-14T02:39:43,2010-09-14T02:39:43
198277538,fake_followers,1,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2012-06-23T10:05:47,2012-06-23T10:05:47
202440814,fake_followers,1,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010-12-12T14:22:09,2010-12-12T14:22:09
206739703,fake_followers,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010-10-23T16:26:48,2010-10-23T16:26:48
217298740,fake_followers,1,14,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2010-12-11T04:22:27,2010-12-11T04:22:27
236623139,fake_followers,1,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-01-11T00:52:04,2011-01-11T00:52:04
238531661,fake_followers,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-01-15T11:37:05,2011-01-15T11:37:05
244831080,fake_followers,1,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2011-03-28T21:46:42,2011-03-28T21:46:42
245280307,fake_followers,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-01-31T09:41:31,2011-01-31T09:41:31
254247600,fake_followers,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-04-15T21:38:49,2011-04-15T21:38:49
271619712,fake_followers,1,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-03-24T22:06:39,2011-03-24T22:06:39
291362552,fake_followers,1,27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-05-01T22:19:48,2011-05-01T22:19:48
297443102,fake_followers,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-05-12T15:17:28,2011-05-12T15:17:28
299795500,fake_followers,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-05-16T17:56:14,2011-05-16T17:56:14
317248347,fake_followers,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2012-08-02T03:30:02,2012-08-02T03:30:02
336713356,fake_followers,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-07-16T19:42:23,2011-07-16T19:42:23
346747046,fake_followers,1,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-08-01T20:20:46,2011-08-01T20:20:46
367651000,fake_followers,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2012-07-27T11:55:35,2012-07-27T11:55:35
388036783,fake_followers,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-10-27T15:42:44,2011-10-27T15:42:44
412614875,fake_followers,1,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2012-03-26T21:20:59,2012-03-26T21:20:59
445718322,fake_followers,1,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-01-27T07:19:40,2013-01-27T07:19:40
544805302,fake_followers,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2012-05-13T04:28:26,2012-05-13T04:28:26
1098285654,fake_followers,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-01-17T14:25:44,2013-01-17T14:25:44
1204965055,fake_followers,1,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-17T04:49:12,2013-04-17T04:49:12
1208102538,fake_followers,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-23T19:19:40,2013-04-23T19:19:40
1208193505,fake_followers,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-25T07:58:12,2013-04-25T07:58:12
1208624760,fake_followers,1,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-18T02:23:46,2013-04-18T02:23:46
1208702066,fake_followers,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-05-09T16:27:59,2013-05-09T16:27:59
1208757007,fake_followers,1,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-17T06:00:42,2013-04-17T06:00:42
1209008419,fake_followers,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-17T05:53:21,2013-04-17T05:53:21
1212870672,fake_followers,1,7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2013-04-16T16:16:42,2013-04-16T16:16:42
1213030910,fake_followers,1,20,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,2013-04-17T05:11:26,2013-04-17T05:11:26
1213131912,fake_followers,1,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-05-07T15:44:02,2013-05-07T15:44:02
1366923541,fake_followers,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-22T18:20:38,2013-04-22T18:20:38
1367040230,fake_followers,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-23T21:48:15,2013-04-23T21:48:15
1368116864,fake_followers,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-05-08T12:05:24,2013-05-08T12:05:24
1368184886,fake_followers,1,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-23T22:15:43,2013-04-23T22:15:43
1370781445,fake_followers,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-23T23:55:41,2013-04-23T23:55:41
1372398396,fake_followers,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-24T01:03:26,2013-04-24T01:03:26
1373569838,fake_followers,1,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-24T01:50:30,2013-04-24T01:50:30
1374591816,fake_followers,1,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-24T02:43:22,2013-04-24T02:43:22
1380853662,fake_followers,1,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-05-03T11:34:27,2013-05-03T11:34:27
1381363692,fake_followers,1,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-29T19:21:35,2013-04-29T19:21:35
1381512248,fake_followers,1,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-27T16:04:39,2013-04-27T16:04:39
1381744988,fake_followers,1,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-28T07:32:17,2013-04-28T07:32:17
1381913143,fake_followers,1,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-05-03T06:59:40,2013-05-03T06:59:40
1385297372,fake_followers,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-04-30T23:39:02,2013-04-30T23:39:02
1386172154,fake_followers,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-05-03T12:48:52,2013-05-03T12:48:52
1388028872,fake_followers,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-05-02T11:19:49,2013-05-02T11:19:49
1388819528,fake_followers,1,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-05-03T13:09:56,2013-05-03T13:09:56
1391497074,fake_followers,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-05-06T04:33:01,2013-05-06T04:33:01
58524901,fake_followers,1,9,0,0,0,0,1,0,422,0,0,0,0,0,2,0,1,2013-04-19T09:08:49,2013-04-19T09:08:49
132494511,fake_followers,1,9,0,0,0,0,1,0,422,0,0,0,0,0,2,0,1,2013-04-19T09:09:13,2013-04-19T09:09:13
166324591,fake_followers,1,22,0,0,0,0,1,0,41,0,17,0,0,1,0,0,1,2010-10-22T03:59:44,2010-10-22T03:59:44
215154980,fake_followers,1,15,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2010-11-13T04:20:51,2010-11-13T04:20:51
294687282,fake_followers,1,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2011-05-14T16:29:06,2011-05-14T16:29:06
326061413,fake_followers,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2012-01-10T03:10:42,2012-01-10T03:10:42
401287742,fake_followers,1,9,0,0,0,0,1,0,422,0,0,0,0,0,2,0,1,2013-04-19T09:08:47,2013-04-19T09:08:47
501962011,fake_followers,1,15,0,0,0,0,1,0,111,4,2,0,0,1,2,0,1,2013-04-25T01:12:03,2013-04-25T01:12:03
55197144,fake_followers,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2012-12-06T13:10:07,2012-12-06T13:10:07
67041122,fake_followers,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2012-12-06T13:10:00,2012-12-06T13:10:00
97859473,fake_followers,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2012-07-15T08:38:34,2012-07-15T08:38:34
103159736,fake_followers,1,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2012-11-05T02:37:50,2012-11-05T02:37:50
111198123,fake_followers,1,6,0,0,0,0,1,0,2267,1,2,0,0,0,0,1,0,2013-02-05T18:59:57,2013-02-05T18:59:57
118061444,fake_followers,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013-01-08T23:32:07,2013-01-08T23:32:07
122075266,fake_followers,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2012-12-25T22:12:04,2012-12-25T22:12:04
148151604,fake_followers,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2012-06-18T12:34:18,2012-06-18T12:34:18
177878468,fake_followers,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013-04-16T18:32:40,2013-04-16T18:32:40
247228824,fake_followers,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013-04-16T17:53:42,2013-04-16T17:53:42
290215487,fake_followers,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013-01-08T23:13:28,2013-01-08T23:13:28
294584209,fake_followers,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2011-05-13T23:14:47,2011-05-13T23:14:47
315492745,fake_followers,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013-01-08T22:50:28,2013-01-08T22:50:28
395436399,fake_followers,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2012-11-27T01:04:24,2012-11-27T01:04:24
397930399,fake_followers,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2012-07-05T20:04:39,2012-07-05T20:04:39
420200172,fake_followers,1,21,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2012-01-10T20:29:57,2012-01-10T20:29:57
468338356,fake_followers,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2012-01-23T10:39:21,2012-01-23T10:39:21
563914220,fake_followers,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2012-10-04T06:26:19,2012-10-04T06:26:19
936112358,fake_followers,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013-04-15T08:12:27,2013-04-15T08:12:27
170144297,fake_followers,1,9,0,0,0,0,1,0,422,0,0,0,0,0,2,1,1,2013-04-19T09:09:14,2013-04-19T09:09:14
227811080,fake_followers,1,17,0,0,0,0,1,0,10,1,7,0,0,0,0,1,1,2013-04-30T06:05:56,2013-04-30T06:05:56
265551997,fake_followers,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2011-03-20T01:32:02,2011-03-20T01:32:02
377994769,fake_followers,1,11,0,0,0,0,1,0,5736,6,10,0,0,0,0,1,1,2012-05-14T11:49:48,2012-05-14T11:49:48
546818678,fake_followers,1,8,0,0,0,0,1,0,14433,26,22,0,0,0,0,1,1,2013-01-08T14:46:30,2013-01-08T14:46:30
1017855660,fake_followers,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2012-12-17T17:18:30,2012-12-17T17:18:30
254797049,fake_followers,1,21,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2012-12-06T06:48:04,2012-12-06T06:48:04
467136996,social_spambots_1,1281,19349,0,0,0,0,7,0,1385,0,514,0,0,1238,112,30,11,2014-11-12T19:14:11,2014-05-27T11:35:11
56163699,fake_followers,2,8,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2012-10-24T22:12:02,2009-07-12T19:06:19
69137598,fake_followers,2,8,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2009-09-13T08:32:58,2009-08-26T23:52:54
69763238,fake_followers,2,10,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2009-08-29T03:49:22,2009-08-29T02:28:07
72849399,fake_followers,2,6,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2009-09-11T14:13:29,2009-09-09T13:47:14
78468090,fake_followers,2,9,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2013-04-26T09:49:02,2013-04-26T09:48:49
96871607,fake_followers,2,16,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2012-06-18T14:21:45,2010-03-03T23:12:39
105748476,fake_followers,2,36,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2011-06-24T13:08:29,2011-06-24T12:47:53
124419079,fake_followers,2,10,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2010-05-15T08:58:53,2010-03-19T10:13:09
128620164,fake_followers,2,65,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2010-04-01T23:40:13,2010-04-01T17:44:40
129899218,fake_followers,2,19,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2010-04-10T01:12:27,2010-04-05T19:06:46
152846674,fake_followers,2,13,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2011-02-07T12:14:39,2010-12-13T10:53:51
154029272,fake_followers,2,19,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2013-04-26T18:59:30,2013-04-26T18:59:13
157371153,fake_followers,2,14,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,2010-08-19T03:23:58,2010-06-19T16:16:44
168773175,fake_followers,2,26,0,0,0,0,2,0,4,0,0,0,0,2,0,0,1,2010-10-28T15:40:04,2010-08-18T02:31:06
169474438,fake_followers,2,17,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,2010-07-23T22:11:09,2010-07-23T22:10:18
190265169,fake_followers,2,13,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-04-07T17:26:01,2010-09-13T14:30:58
229906054,fake_followers,2,10,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2010-12-24T19:19:16,2010-12-24T01:24:28
242206951,fake_followers,2,8,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2011-02-01T18:12:57,2011-02-01T04:52:20
244494343,fake_followers,2,11,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2011-02-08T15:00:56,2011-01-29T13:22:59
254545789,fake_followers,2,10,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2011-05-21T13:16:22,2011-05-21T09:20:40
291191096,fake_followers,2,28,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2011-09-29T14:43:41,2011-05-04T20:08:42
292442271,fake_followers,2,42,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,2012-11-24T05:08:50,2011-12-22T00:21:14
328246965,fake_followers,2,35,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2013-05-04T10:01:05,2011-07-07T18:52:53
490960729,fake_followers,2,20,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2012-03-31T04:35:14,2012-03-31T04:34:48
555263333,fake_followers,2,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2012-04-16T17:17:13,2012-04-16T17:16:54
569994470,fake_followers,2,36,0,0,0,0,2,0,0,1,0,0,0,2,1,0,0,2012-09-02T16:36:39,2012-07-08T03:01:30
1204959372,fake_followers,2,21,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-17T01:25:45,2013-04-17T04:37:24
1207752978,fake_followers,2,37,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-04-27T01:58:55,2013-04-17T04:59:51
1207900272,fake_followers,2,29,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-09T16:40:31,2013-04-07T04:51:52
1208024365,fake_followers,2,6,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-09T18:25:27,2013-04-17T05:51:07
1208037522,fake_followers,2,41,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-05T18:04:55,2013-04-17T07:30:40
1208221152,fake_followers,2,8,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-17T01:26:52,2013-04-18T03:46:38
1208259276,fake_followers,2,21,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,2013-04-07T14:33:00,2013-04-07T14:32:20
1208295348,fake_followers,2,53,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-17T00:48:14,2013-04-16T11:55:33
1208423114,fake_followers,2,27,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-17T01:06:39,2013-05-03T07:38:35
1208435030,fake_followers,2,8,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-04-27T13:44:26,2013-04-16T11:34:09
1208591268,fake_followers,2,13,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-04-30T15:28:56,2013-04-07T06:51:43
1208654004,fake_followers,2,6,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-15T00:44:33,2013-04-27T04:59:53
1208880902,fake_followers,2,10,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,2013-05-05T23:51:28,2013-04-17T06:44:25
1208944405,fake_followers,2,13,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-04-30T08:43:03,2013-04-16T18:18:12
1208967781,fake_followers,2,10,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-08T14:03:10,2013-04-16T12:09:43
1209191443,fake_followers,2,12,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-17T01:26:28,2013-05-09T19:36:22
1213311368,fake_followers,2,11,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-05T12:10:45,2013-04-17T06:09:28
1213479486,fake_followers,2,19,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-03T22:44:14,2013-04-18T01:06:43
1213492392,fake_followers,2,13,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-04-27T18:23:55,2013-04-17T06:01:03
1218031976,fake_followers,2,19,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-04-29T20:50:23,2013-04-29T20:49:35
1218232802,fake_followers,2,14,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-15T08:35:34,2013-04-17T06:27:23
1218429127,fake_followers,2,27,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-04-30T08:42:42,2013-04-27T03:29:44
1218517542,fake_followers,2,14,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-17T00:56:38,2013-04-17T04:32:23
1369249873,fake_followers,2,28,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-03T09:30:36,2013-04-23T22:59:11
1370348599,fake_followers,2,13,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-17T00:46:45,2013-04-23T23:34:51
1371350634,fake_followers,2,34,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,2013-04-27T06:50:07,2013-04-24T00:16:45
1372652504,fake_followers,2,19,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-09T21:14:31,2013-04-24T01:09:52
1373326866,fake_followers,2,16,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-17T00:46:35,2013-04-24T01:37:48
1373641104,fake_followers,2,26,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-03T10:44:56,2013-04-27T07:46:41
1381040010,fake_followers,2,15,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-17T00:47:55,2013-05-15T20:23:01
1381167558,fake_followers,2,10,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-07T13:28:09,2013-05-02T17:09:18
1381607736,fake_followers,2,38,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-09T22:25:16,2013-05-03T11:57:50
1382419244,fake_followers,2,19,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-03T12:17:43,2013-05-03T12:16:52
1383712140,fake_followers,2,29,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-13T04:48:11,2013-05-03T12:33:38
1385228084,fake_followers,2,9,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-09T22:59:50,2013-05-03T12:40:30
1386519432,fake_followers,2,9,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-09T23:12:00,2013-05-03T12:51:05
1386549638,fake_followers,2,9,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-15T05:23:29,2013-05-03T12:55:02
1387393236,fake_followers,2,17,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-04-30T05:56:40,2013-04-30T05:56:07
1387417639,fake_followers,2,14,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-12T16:48:08,2013-05-03T12:59:42
1387702238,fake_followers,2,31,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-15T04:53:14,2013-04-30T23:48:20
1391378610,fake_followers,2,10,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,2013-05-03T13:29:18,2013-05-03T13:28:37
1391622127,fake_followers,2,38,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-17T00:48:14,2013-05-03T13:38:10
1391832212,fake_followers,2,16,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2013-05-17T01:08:54,2013-05-03T13:45:09
33869550,fake_followers,2,36,0,0,0,0,2,0,1455,49,435,0,0,1,1,0,3,2012-08-29T11:24:12,2012-07-24T19:09:31
119926900,fake_followers,2,22,0,0,0,0,2,0,14,0,3,0,0,1,0,1,1,2013-04-03T11:28:31,2010-03-04T23:56:49
66618584,fake_followers,2,18,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2012-01-24T08:08:03,2011-10-28T02:35:47
101892747,fake_followers,2,36,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2012-11-06T03:53:54,2012-11-03T12:02:52
225956521,fake_followers,2,12,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2012-11-27T04:23:52,2012-11-26T14:06:05
401190123,fake_followers,2,32,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2012-04-29T10:57:54,2012-04-29T01:43:36
435591257,fake_followers,2,14,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2012-11-21T14:53:54,2012-11-20T19:23:33
909766628,fake_followers,2,15,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2012-12-18T01:03:46,2012-12-15T21:10:07
141886393,fake_followers,2,12,0,0,0,0,2,0,13564,4,2,0,0,0,0,2,2,2013-04-24T18:05:20,2013-04-24T17:20:47
467110763,social_spambots_1,1282,19734,0,0,0,0,10,0,3894,0,714,0,0,1253,135,21,12,2014-11-13T06:57:46,2014-05-07T12:42:39
82122078,fake_followers,3,21,0,0,0,0,3,0,0,0,1,0,0,1,0,2,0,2012-11-25T15:50:20,2009-10-13T15:48:29
104850934,fake_followers,3,10,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2010-01-15T10:24:22,2010-01-14T16:04:04
133434448,fake_followers,3,50,0,0,0,0,3,0,0,0,0,0,0,2,0,1,1,2011-11-20T19:44:59,2010-04-16T14:52:10
137959629,fake_followers,3,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2011-06-10T11:49:19,2011-06-09T17:51:55
214632102,fake_followers,3,22,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,2013-01-08T23:31:08,2011-03-20T22:15:18
237036122,fake_followers,3,51,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,2012-07-25T16:16:13,2011-01-20T00:11:42
239895893,fake_followers,3,48,0,0,0,0,3,0,1911,9,306,0,0,2,1,1,2,2012-10-18T22:56:17,2011-09-09T01:05:32
